id,latitude,longitude
118,-7.28763992,112.79308087
119,-7.28762317,112.79308749
120,-7.28760643,112.79309412
121,-7.28758969,112.79310075
122,-7.28757295,112.79310737
123,-7.28755621,112.79311400
124,-7.28753946,112.79312063
125,-7.28752272,112.79312726
126,-7.28750598,112.79313388
127,-7.28748924,112.79314051
128,-7.28747250,112.79314714
129,-7.28745575,112.79315376
130,-7.28743901,112.79316039
131,-7.28742227,112.79316702
132,-7.28740553,112.79317365
133,-7.28738878,112.79318027
134,-7.28737204,112.79318690
135,-7.28735530,112.79319353
136,-7.28733856,112.79320015
137,-7.28732182,112.79320678
138,-7.28730507,112.79321341
139,-7.28728833,112.79322004
140,-7.28727159,112.79322666
141,-7.28725485,112.79323329
142,-7.28723811,112.79323992
143,-7.28722136,112.79324654
144,-7.28720462,112.79325317
145,-7.28718788,112.79325980
146,-7.28717114,112.79326643
147,-7.28715439,112.79327305
148,-7.28713765,112.79327968
149,-7.28712091,112.79328631
150,-7.28710417,112.79329293
151,-7.28708743,112.79329956
152,-7.28707068,112.79330619
153,-7.28705394,112.79331281
154,-7.28703720,112.79331944
155,-7.28702046,112.79332607
156,-7.28700371,112.79333270
157,-7.28698697,112.79333932
158,-7.28697023,112.79334595
159,-7.28695360,112.79335284
160,-7.28693714,112.79336016
161,-7.28692068,112.79336747
162,-7.28690422,112.79337479
163,-7.28688777,112.79338210
164,-7.28687131,112.79338942
165,-7.28685455,112.79339601
166,-7.28683777,112.79340253
167,-7.28682099,112.79340906
168,-7.28680421,112.79341559
169,-7.28678743,112.79342211
170,-7.28677065,112.79342864
171,-7.28675387,112.79343516
172,-7.28673708,112.79344169
173,-7.28672030,112.79344822
174,-7.28670352,112.79345474
175,-7.28668673,112.79346123
176,-7.28666987,112.79346755
177,-7.28665301,112.79347387
178,-7.28663615,112.79348019
179,-7.28661929,112.79348651
180,-7.28660221,112.79349212
181,-7.28658485,112.79349686
182,-7.28656749,112.79350159
183,-7.28655012,112.79350633
184,-7.28653276,112.79351107
185,-7.28651540,112.79351580
186,-7.28649809,112.79352071
187,-7.28648124,112.79352704
188,-7.28646438,112.79353336
189,-7.28644752,112.79353968
190,-7.28643066,112.79354600
191,-7.28642000,112.79355000
