id,latitude,longitude
1,-7.28625000,112.79360000
2,-7.28626277,112.79361277
3,-7.28627000,112.79362787
4,-7.28627595,112.79364000
5,-7.28628000,112.79365405
6,-7.28629000,112.79366210
7,-7.28629721,112.79367721
8,-7.28631000,112.79368409
9,-7.28632212,112.79369000
10,-7.28633019,112.79370000
11,-7.28634817,112.79370000
12,-7.28636437,112.79369563
13,-7.28638006,112.79369000
14,-7.28639000,112.79368189
15,-7.28640000,112.79367383
16,-7.28641000,112.79366578
17,-7.28641870,112.79365130
18,-7.28642000,112.79363372
19,-7.28643000,112.79361978
20,-7.28642412,112.79360412
21,-7.28642000,112.79358772
22,-7.28641000,112.79357967
23,-7.28640160,112.79357000
24,-7.28639354,112.79356000
25,-7.28638547,112.79355000
26,-7.28636748,112.79355000
27,-7.28635941,112.79354000
28,-7.28634143,112.79354000
29,-7.28632778,112.79354889
30,-7.28631167,112.79354084
31,-7.28629556,112.79353278
