id,latitude,longitude
1,-7.28147000,112.79265000
2,-7.28148708,112.79264431
3,-7.28150311,112.79263689
4,-7.28151588,112.79262412
5,-7.28152865,112.79261135
6,-7.28154000,112.79260201
7,-7.28155000,112.79261006
8,-7.28155813,112.79262000
9,-7.28156620,112.79263000
10,-7.28158010,112.79264000
11,-7.28159808,112.79264000
12,-7.28161000,112.79263388
13,-7.28162414,112.79263000
14,-7.28163220,112.79262000
15,-7.28164019,112.79260981
16,-7.28165000,112.79259579
17,-7.28165000,112.79257766
18,-7.28164953,112.79256000
19,-7.28164000,112.79255148
20,-7.28163340,112.79254000
21,-7.28162533,112.79253000
22,-7.28161000,112.79252732
23,-7.28159928,112.79252000
24,-7.28158129,112.79252000
25,-7.28157322,112.79253000
26,-7.28156000,112.79253480
27,-7.28154799,112.79253799
28,-7.28153522,112.79252522
