id,latitude,longitude
1,-7.27889000,112.79788000
2,-7.27888000,112.79787195
3,-7.27887000,112.79786390
4,-7.27885588,112.79786000
5,-7.27883789,112.79786000
6,-7.27881991,112.79786000
7,-7.27881000,112.79786815
8,-7.27880000,112.79787620
9,-7.27879571,112.79789000
10,-7.27879000,112.79790238
11,-7.27879000,112.79792051
12,-7.27879858,112.79793000
13,-7.27880000,112.79794670
14,-7.27881334,112.79795334
15,-7.27882861,112.79796000
16,-7.27884660,112.79796000
17,-7.27886458,112.79796000
18,-7.27887892,112.79795108
19,-7.27889647,112.79795000
