id,latitude,longitude
149,-7.28892726,112.79266787
150,-7.28894394,112.79266110
151,-7.28896063,112.79265434
152,-7.28897732,112.79264757
153,-7.28899401,112.79264081
154,-7.28901069,112.79263404
155,-7.28902738,112.79262728
156,-7.28904407,112.79262051
157,-7.28906076,112.79261375
158,-7.28907762,112.79260746
159,-7.28909470,112.79260177
160,-7.28911177,112.79259608
161,-7.28912885,112.79259038
162,-7.28914559,112.79258376
163,-7.28916231,112.79257708
164,-7.28917903,112.79257039
165,-7.28919575,112.79256370
166,-7.28921247,112.79255701
167,-7.28922919,112.79255033
168,-7.28924590,112.79254364
169,-7.28926262,112.79253695
170,-7.28927934,112.79253026
171,-7.28929606,112.79252358
172,-7.28931278,112.79251689
173,-7.28932950,112.79251020
174,-7.28934622,112.79250351
175,-7.28936293,112.79249683
176,-7.28937965,112.79249014
177,-7.28939637,112.79248345
178,-7.28941309,112.79247676
179,-7.28942981,112.79247008
180,-7.28944653,112.79246339
181,-7.28946325,112.79245670
182,-7.28947996,112.79245001
183,-7.28949668,112.79244333
184,-7.28951340,112.79243664
185,-7.28953012,112.79242995
186,-7.28954684,112.79242326
187,-7.28956356,112.79241658
188,-7.28958028,112.79240989
189,-7.28959699,112.79240320
190,-7.28961371,112.79239651
191,-7.28963000,112.79239000
